01Las Vegas      00300Customer Service              00567Flanders            Ned            M1057 N 3rd          Springfield US      Customer Service Rep1964031519900101W03066YYY060S0052000004000000000000000
01Las Vegas      00300Customer Service              00576Van Outen           Milhouse       M721 Terrace         Springfield US      Customer Service Rep1987010920090425S01000NNN000H0000012003200000000000000
01Las Vegas      00220Warehouse                     00579Crane               Niles          M67 Montana          Seattle WA          Stock Control I     1968042319900101D01519YYY060H0000018003200000000000000
01Las Vegas      00001Corporate                     00583Crane               Marty          M125 Elm             Seattle WA          Asst Branch Manager 1955040219950201W01193YYY080S0100000004000000000000000
01Las Vegas      00009Accounting                    00589Daddy               Puff           M45 Shizzle          Compton CA          Accountant          1960042019900601S06519YYY000S0070000004000000000000000
01Las Vegas      00027Information Technology        00701Shal                Jen            F29 Big Blue         Dublin OH           Intern              1996062120160102S01303YNN000H0000022002400000000000000
01Las Vegas      00100Sales                         00756Lane                Lois           F98 Cherry Dr        Metropolis US       Sales Representative1967022819922029S01   YYY040C0072000004000150000000000
01Las Vegas      00200Manufacturing                 00798Lane                Abbey          F31 Abbey Lane       London UK           Assembly I          1987032220120423M03005YYY060H0000020004000000000000000
01Las Vegas      00220Warehouse                     00800Lane                Passing        M2 Berm              Columbus OH         Stock Control II    1979011419960315P01145YYY050H0000022004000000000000000
01Las Vegas      00100Sales                         00828Opera               Phantom        M1925 Palace Ave     Columbus OH         Sales Representative1981091420090715W01303YNN025C0060000004000120000000000
01Las Vegas      00300Customer Service              00829McMullen            Scott          M5648 Oakwood        Akron OH            Customer Service Rep1974061319930325M05193YYY020H0000013503200000000000000
01Las Vegas      00501Security                      00854Ripper              Jack           M1845 Shadow Dr      Boston MA           Security Officer    1955103119900101M03000YYY040H0000027504000000000000000
01Las Vegas      00300Customer Service              00867Klown               Krusty         M888 W 1st           Springfield US      Customer Service Rep1976041119960813W01066NNN000S0063000004000000000000000
01Las Vegas      00300Customer Service              00895Utah                Johnny         M20 Main St          Cincinnati OH       Customer Service Rep1981091119991015S00005YYY030S0045000004000000000000000
01Las Vegas      00300Customer Service              00915McKay               Stacy          F95 Morning          Columbus OH         Customer Service Rep1979051720000102M02005NNN050H0000025754000000000000000
01Las Vegas      00100Sales                         01001Marsh               Melissa        F10 Riverside Dr     Columbus OH         Sales Representative1980062420030515M04145YYY040C0072000004000100000000000
01Las Vegas      00027Information Technology        01989Frakes              Sonya          F1 Limited Blvd      Gahanna OH          Intern              1995012920160102P01303YNN000H0000019501600000000000000
01Las Vegas      00501Security                      02111Flagg               Colonel        M10 Main St          Las Vegas NV        Security Officer    1976070419970824M04901YYY030H0000028004000000000000000
01Las Vegas      00001Corporate                     54561Beckett             Sam            M52 Ziggy St         Los Angeles CA      Branch Manager      1962092119900101M02066YYN075S0175000004000000000000000
01Las Vegas      00027Information Technology        99999MacGyver            Angus          M1 1st Ave           Hollywood CA        Infrastructure Admin1970041519900101M02193YYY050S0080000004000000000000000
